0.77434,0.49878,0.19113,0.076849,0.040411,0.026822,0.02077,0.017372,0.015341,0.013883,0.012917,0.012261,0.011681,0.0113,0.010948,0.01073,0.010545,0.010455,0.010375,0.010422,0.010506,0.010688,0.010933,0.011236,0.011618,0.012208,0.012903,0.013821,0.015314,0.017277,0.020629,0.026825,0.040319,0.07664,0.18956,0.49367,0.69609,0.4352,0.1623,0.069735,0.041169,0.030377,0.025243,0.022167,0.020289,0.018826,0.017963,0.017151,0.016677,0.016308,0.016112,0.01603,0.016121,0.016302,0.016761,0.017213,0.017912,0.018892,0.020183,0.022231,0.025175,0.030447,0.04131,0.069578,0.16137,0.43214,0.27884,0.19077,0.089632,0.048543,0.033442,0.026786,0.023266,0.02106,0.019599,0.018671,0.018129,0.017764,0.017604,0.017784,0.018095,0.01875,0.019667,0.021032,0.023187,0.026777,0.033522,0.048758,0.089804,0.19023,0.10927,0.083408,0.050264,0.033779,0.026426,0.022757,0.020525,0.019433,0.018777,0.018606,0.018924,0.019509,0.020745,0.022819,0.02644,0.033863,0.0504,0.083398,0.054804,0.045292,0.032442,0.025367,0.021974,0.020569,0.020071,0.020505,0.022073,0.025483,0.0325,0.045251,0.035199,0.029582,0.02386,0.022351,0.024079,0.029818,0.026602
0.49878,0.77783,0.49483,0.19072,0.076662,0.040347,0.026991,0.020731,0.017429,0.015344,0.013993,0.013037,0.012219,0.011692,0.01124,0.010904,0.010751,0.010618,0.0105,0.010409,0.010417,0.010529,0.010679,0.010885,0.01119,0.011655,0.012182,0.012846,0.013937,0.015241,0.017363,0.020799,0.026915,0.040584,0.07669,0.19062,0.4977,0.68599,0.37115,0.1377,0.062428,0.038791,0.029407,0.024664,0.021822,0.019995,0.018702,0.01769,0.017062,0.01666,0.016361,0.016144,0.016048,0.016119,0.016473,0.016743,0.017349,0.018056,0.019052,0.020514,0.022635,0.026002,0.031884,0.044272,0.078358,0.19176,0.23351,0.26537,0.14881,0.070978,0.04202,0.030698,0.025428,0.02239,0.020486,0.019325,0.018574,0.018056,0.017809,0.017725,0.017837,0.018242,0.018976,0.020026,0.021692,0.024269,0.028572,0.037307,0.058072,0.11573,0.10149,0.10098,0.064628,0.040326,0.02949,0.02434,0.021525,0.02003,0.019018,0.018609,0.018763,0.019056,0.020017,0.021656,0.024325,0.029537,0.04051,0.064869,0.053475,0.050013,0.036089,0.027244,0.0229,0.020935,0.020069,0.02024,0.021361,0.024009,0.029508,0.040394,0.034933,0.030887,0.024581,0.022411,0.023515,0.02855,0.0266
0.19113,0.49483,0.77552,0.49814,0.19008,0.076518,0.040516,0.026917,0.020627,0.017322,0.01527,0.013917,0.012917,0.012245,0.011639,0.011187,0.010925,0.010711,0.010586,0.010407,0.010358,0.010392,0.010493,0.010645,0.010868,0.011184,0.0116,0.012126,0.012872,0.013804,0.015239,0.017303,0.020633,0.026884,0.040464,0.076969,0.22737,0.55451,0.6561,0.31707,0.11797,0.05655,0.036541,0.028282,0.023987,0.021412,0.019755,0.018448,0.017635,0.017014,0.016517,0.01623,0.015998,0.016024,0.016236,0.016408,0.016875,0.017343,0.018117,0.01923,0.020757,0.023018,0.026607,0.033021,0.047598,0.089311,0.1497,0.26485,0.23183,0.11519,0.057733,0.03695,0.02852,0.024139,0.021575,0.020045,0.019029,0.018233,0.01786,0.017641,0.017676,0.017948,0.018481,0.01922,0.020434,0.02238,0.025299,0.030684,0.041879,0.071047,0.083254,0.1082,0.08295,0.050089,0.033807,0.026402,0.022681,0.020691,0.019381,0.018751,0.01869,0.01878,0.019441,0.020592,0.022678,0.026421,0.033732,0.050172,0.04978,0.053297,0.040281,0.029384,0.023998,0.021429,0.020213,0.020052,0.020768,0.022804,0.027119,0.035956,0.034312,0.032072,0.025371,0.022526,0.022943,0.027298,0.02651
0.076849,0.19072,0.49814,0.76912,0.49081,0.18886,0.076578,0.04047,0.02666,0.0206,0.017254,0.015275,0.01396,0.01295,0.01214,0.011623,0.011241,0.010893,0.010741,0.010492,0.01037,0.010321,0.010367,0.01046,0.010623,0.010841,0.011189,0.011603,0.012121,0.012868,0.013896,0.015279,0.017373,0.020657,0.026796,0.040438,0.10224,0.26861,0.61049,0.60623,0.26628,0.10152,0.051625,0.034594,0.027278,0.023436,0.021107,0.019426,0.01829,0.017535,0.01692,0.01647,0.016111,0.015972,0.01604,0.016112,0.016455,0.016783,0.017453,0.01828,0.019435,0.021134,0.023518,0.027406,0.03469,0.051703,0.089721,0.18981,0.27699,0.18933,0.089328,0.048452,0.033391,0.026714,0.023027,0.02096,0.019671,0.018664,0.018114,0.017706,0.017592,0.017713,0.018034,0.018605,0.019541,0.020959,0.023196,0.026796,0.03347,0.04862,0.064701,0.10055,0.10065,0.064509,0.040241,0.029461,0.024252,0.021504,0.019901,0.019033,0.01869,0.018575,0.019,0.019832,0.021429,0.024231,0.029467,0.040345,0.045146,0.054577,0.045118,0.032204,0.025345,0.022049,0.020485,0.019969,0.020423,0.021947,0.025341,0.032341,0.033342,0.033306,0.026251,0.022681,0.022646,0.026256,0.026521
0.040411,0.076662,0.19008,0.49081,0.76692,0.49164,0.1892,0.076453,0.040212,0.026787,0.020623,0.017327,0.015312,0.013845,0.012848,0.012165,0.011634,0.011193,0.010911,0.010688,0.010456,0.01036,0.010309,0.01041,0.010495,0.010664,0.010877,0.011171,0.011534,0.012157,0.012911,0.013882,0.015288,0.017348,0.020634,0.026858,0.056715,0.11785,0.31567,0.64948,0.54983,0.22444,0.08877,0.047495,0.032974,0.026462,0.022944,0.0207,0.019177,0.018229,0.017374,0.016787,0.016363,0.016073,0.015977,0.016036,0.016267,0.016451,0.016852,0.017534,0.01841,0.019734,0.021484,0.024048,0.028193,0.03654,0.057881,0.11493,0.23112,0.26368,0.14839,0.070854,0.041895,0.030535,0.025153,0.022247,0.020535,0.019203,0.018464,0.0179,0.017626,0.01764,0.017827,0.01815,0.018773,0.019881,0.021669,0.024212,0.02849,0.036987,0.050177,0.082917,0.10829,0.082881,0.050228,0.033875,0.02637,0.022726,0.020606,0.019453,0.018758,0.018511,0.018713,0.019347,0.020513,0.022614,0.026372,0.033675,0.040403,0.053356,0.049763,0.035892,0.027195,0.022873,0.020807,0.019996,0.020089,0.021233,0.023802,0.029357,0.032109,0.034211,0.027293,0.022943,0.022361,0.02529,0.026432
0.026822,0.040347,0.076518,0.18886,0.49164,0.7688,0.49253,0.19002,0.076477,0.040398,0.026766,0.020663,0.017372,0.015233,0.013857,0.012898,0.012209,0.011638,0.011221,0.0109,0.010615,0.010438,0.010344,0.010331,0.01034,0.010492,0.010606,0.010844,0.011149,0.011606,0.012213,0.012918,0.013871,0.015215,0.01725,0.020659,0.038767,0.062361,0.13723,0.36898,0.67771,0.48983,0.19065,0.078147,0.043971,0.03153,0.025747,0.022505,0.020465,0.019081,0.018012,0.017242,0.016694,0.016303,0.016065,0.015986,0.016053,0.016156,0.016436,0.017017,0.017659,0.018664,0.020004,0.021778,0.024451,0.029274,0.041746,0.070716,0.14844,0.26389,0.23085,0.11521,0.057796,0.036886,0.028261,0.024004,0.021662,0.019976,0.018882,0.018203,0.017789,0.017627,0.017693,0.017911,0.018291,0.019152,0.02047,0.022306,0.025238,0.030563,0.040117,0.064293,0.10049,0.10056,0.064565,0.040327,0.029336,0.024293,0.021488,0.01992,0.018968,0.018541,0.018575,0.018965,0.019834,0.021438,0.024183,0.029358,0.035926,0.049724,0.053218,0.040146,0.029487,0.02395,0.021294,0.020155,0.019962,0.020719,0.02275,0.027116,0.030783,0.034814,0.028352,0.023332,0.022284,0.024572,0.02643
0.02077,0.026991,0.040516,0.076578,0.1892,0.49253,0.77415,0.4986,0.19078,0.076825,0.040433,0.026792,0.020653,0.017317,0.015218,0.01389,0.012919,0.01214,0.011631,0.011229,0.010852,0.010613,0.010526,0.010369,0.010361,0.010457,0.010497,0.010653,0.010867,0.011219,0.011637,0.012217,0.012952,0.013864,0.015277,0.017352,0.030563,0.041283,0.069704,0.16139,0.42886,0.69009,0.43295,0.16196,0.06958,0.04116,0.030342,0.025158,0.022205,0.020286,0.018861,0.017851,0.017142,0.016614,0.016314,0.01607,0.016089,0.016084,0.016248,0.016692,0.017135,0.017862,0.01893,0.020252,0.02225,0.025252,0.033482,0.048585,0.089351,0.18935,0.27655,0.19026,0.089548,0.048625,0.033364,0.026675,0.023237,0.021025,0.019664,0.018723,0.018149,0.017825,0.017664,0.017733,0.018022,0.018665,0.01961,0.021066,0.023277,0.026862,0.033777,0.050066,0.082897,0.10852,0.083258,0.050271,0.033904,0.026501,0.022828,0.020662,0.019486,0.018711,0.018565,0.018723,0.019367,0.020603,0.022695,0.026452,0.032354,0.045102,0.054658,0.045047,0.032471,0.025438,0.022076,0.020418,0.0199,0.02032,0.021952,0.02536,0.029542,0.035095,0.029611,0.023917,0.022257,0.02392,0.026533
0.017372,0.020731,0.026917,0.04047,0.076453,0.19002,0.4986,0.77746,0.49467,0.18994,0.076744,0.040465,0.026901,0.020651,0.017311,0.015322,0.013915,0.012924,0.012211,0.011697,0.011194,0.010868,0.010706,0.010473,0.010371,0.010345,0.01036,0.010489,0.010644,0.010841,0.011232,0.011614,0.012238,0.012871,0.013863,0.01535,0.025971,0.031738,0.044185,0.078393,0.1907,0.49489,0.68567,0.37087,0.13734,0.062378,0.038609,0.029257,0.024648,0.02189,0.019993,0.018764,0.01786,0.017054,0.016624,0.016282,0.016144,0.016003,0.016109,0.01636,0.016678,0.017288,0.018083,0.019067,0.020555,0.022679,0.028548,0.037126,0.057798,0.11517,0.23171,0.26536,0.14896,0.071053,0.041799,0.030565,0.025397,0.022429,0.020578,0.019392,0.018559,0.018049,0.017737,0.017615,0.017815,0.018125,0.018915,0.020094,0.02174,0.02427,0.029439,0.040366,0.064474,0.101,0.10116,0.064677,0.040431,0.029586,0.024445,0.021591,0.020089,0.019075,0.018666,0.018597,0.01899,0.01991,0.021566,0.024301,0.029503,0.040326,0.053376,0.049846,0.036106,0.027209,0.022957,0.020844,0.02003,0.020121,0.021333,0.023951,0.028414,0.03485,0.030939,0.02461,0.022299,0.023506,0.026582
0.015341,0.017429,0.020627,0.02666,0.040212,0.076477,0.19078,0.49467,0.76983,0.49624,0.19064,0.076826,0.040318,0.026768,0.020589,0.017267,0.015302,0.013843,0.012898,0.012249,0.011639,0.011147,0.010906,0.010629,0.010457,0.010411,0.010289,0.01038,0.01045,0.010612,0.010888,0.011183,0.011622,0.012189,0.012923,0.013983,0.02319,0.026652,0.03308,0.047542,0.088768,0.22624,0.55408,0.65179,0.31658,0.1177,0.056275,0.036433,0.02824,0.023997,0.021397,0.019847,0.018573,0.017527,0.016956,0.016492,0.016223,0.016007,0.016001,0.016134,0.016412,0.016798,0.017402,0.018164,0.019316,0.020852,0.025358,0.030577,0.041793,0.070861,0.14852,0.26444,0.23168,0.11515,0.057634,0.036911,0.0284,0.024147,0.021721,0.020104,0.018996,0.018269,0.017793,0.017582,0.017638,0.017818,0.01843,0.019297,0.020537,0.022462,0.026373,0.03376,0.050106,0.083107,0.10868,0.082995,0.05013,0.033947,0.026483,0.022727,0.020653,0.019363,0.018715,0.018493,0.018699,0.019347,0.020695,0.022656,0.027203,0.036014,0.049725,0.053289,0.040211,0.0295,0.024015,0.021256,0.020092,0.019959,0.020822,0.022875,0.02731,0.034162,0.032098,0.025369,0.022467,0.023062,0.026521
0.013883,0.015344,0.017322,0.0206,0.026787,0.040398,0.076825,0.18994,0.49624,0.77544,0.49559,0.19006,0.076485,0.04024,0.026766,0.020667,0.01741,0.015256,0.013923,0.013008,0.012235,0.01163,0.011221,0.010879,0.010678,0.010534,0.010409,0.010412,0.010385,0.010475,0.010692,0.010899,0.011182,0.011598,0.012117,0.012914,0.02126,0.023539,0.027397,0.034725,0.051722,0.10205,0.2679,0.60827,0.60925,0.26709,0.10142,0.051413,0.034719,0.027473,0.023443,0.021223,0.019635,0.018311,0.017517,0.016881,0.016515,0.016178,0.016073,0.016097,0.016283,0.01657,0.016918,0.017468,0.018351,0.019427,0.023198,0.026672,0.033421,0.048514,0.089295,0.18966,0.27718,0.18974,0.08912,0.048311,0.033411,0.0267,0.023253,0.021095,0.019665,0.018708,0.018107,0.017689,0.017582,0.017735,0.018136,0.018698,0.01963,0.021054,0.024282,0.029385,0.040249,0.064609,0.10112,0.10079,0.064427,0.040423,0.029516,0.024366,0.021577,0.01991,0.019013,0.0186,0.018602,0.019046,0.019964,0.021553,0.02542,0.032319,0.04506,0.054657,0.045077,0.032339,0.025381,0.021958,0.020364,0.019911,0.020386,0.021913,0.026229,0.033262,0.0333,0.026214,0.022683,0.022672,0.026481
